ktru_code,ktru_name,contract_count,ktru_description,total_contract_sum,average_contract_sum,ktru_subgroup
23.64.10.900.001.00.0166.000000000000,Смесь,3,"двухкомпонентная, на основе метилового эфира метакриловой кислоты, цемента, кварцевого наполнителя, микрокальцитов, для цементобетонных покрытий",22600500.00,7533500.000000000000,0773e5f3-8925-4286-ad66-50d1b84271db
26.20.13.000.008.03.0796.000000000000,Компьютер,1,"конструкторский, специализированный",22591000.00,22591000.000000000000,ee285385-4010-4f41-bde2-d3d3ba5daae6
29.32.30.990.122.00.0796.000000000000,Распылитель,3,"форсунки, для грузового автомобиля",22578782.00,7526260.666666666667,28445b64-ed77-4639-b001-52ffeaa2b7e1
26.51.61.000.004.00.0796.000000000015,Микроскоп,4,лабораторный,22565500.00,5641375.000000000000,06811c0c-ede1-4976-a84e-1bd6e10c54aa
259911.300.000000,Диспенсер,20,"для бумажных полотенец, металлический",22564350.00,1128217.500000000000,389498e4-14ab-4d4a-9586-158f24186372
14.12.30.110.007.00.0796.000000000001,Подшлемник,1,"для ношения под защитной каски, материал хлопок/акрил",22549917.00,22549917.000000000000,0d09fe3f-a86f-43e4-970f-23eaf9686428
265151.700.000084,Датчик температуры,5,жидких и газообразных сред,22537384.00,4507476.800000000000,4d1d05b6-32c5-451f-9f6b-3e854672b975
19.20.29.530.000.00.0112.000000000007,Масло,5,"индустриальное, марка И-40А, ГОСТ 20799-88",22530500.00,4506100.000000000000,2e8b9d4a-a5fd-4276-9a6c-514369a13fce
262040.000.000167,Лента специальная,45,для периферийного устройства,22525393.05,500564.290000000000,1e2fdb31-354a-434c-bcb8-a2510675d5f4
172312.700.000015,Блокнот для записей,8,формат А4,22524848.00,2815606.000000000000,c6fa169e-1ee8-4777-81df-1925ee67a8ff
231412.900.000033,Стеклорубероид,2,марка С-РК,22517000.00,11258500.000000000000,a709aab0-26ca-4ab4-a72f-021b0e6d78d4
204132.590.000006,Средство моющее,81,"для чистки ванн и раковин, порошок",22508081.29,277877.546790123457,7d38880d-f80a-4ebc-96e7-a44225553583
273213.700.000067,Кабель,36,"марка КВВГ, напряжение не более 1 000 В",22500000.00,625000.000000000000,8fdba863-3c81-4df5-a1bb-2cf0a814c245
29.10.59.999.001.00.0796.000000000072,Автомобиль,1,"специализированный, мусоровоз, масса вывозимого мусора более 3000 кг, но не более 3300 кг",22500000.00,22500000.000000000000,9dfbb862-537a-43e3-9503-c8e156fcf29a
22.19.40.500.000.01.0018.000000000000,Лента,2,"конвейерная, для тяжелых условий эксплуатации, тип 1.2 М, температура эксплуатации (-60°С)-(+60°С), ГОСТ 20-85",22467987.50,11233993.750000000000,272e2b71-cdf9-436d-8a79-e5e23f0f2ede
289316.000.000001,Сушилка,24,контактная,22464000.00,936000.000000000000,b7300f63-ac2f-423e-8907-aaddad3504d8
27.20.21.100.000.00.0796.000000000007,Аккумулятор,8,"стартерный, марка 6СТ-190, напряжение 12 В, емкость 190 А/ч, ГОСТ 959-2002",22451057.41,2806382.176250000000,6ba275b8-c803-41a9-ae8c-459ab4227949
105130.510.000000,Масло,7,топленое,22429922.36,3204274.622857142857,739481cc-cecc-4343-b619-f3b8b4115c66
26.20.16.300.007.00.0796.000000000034,Принтер струйный,2,"цветной, формат А3, скорость печати (ч/б) свыше 30 стр/м, разрешение 4800*1200 dpi",22388331.25,11194165.625000000000,ad07ed0e-6dac-4495-ac53-e8f9e8c12d96
15.20.21.000.005.00.0715.000000000000,Бутсы,1,"мужские, для футбола, из кожи",22383035.72,22383035.720000000000,2da5cd2d-08ed-48b9-8b90-a59aa9973228
14.13.12.460.000.00.0796.000000000000,Брюки,1,"мужские, трикотажные, из синтетической пряжи, ГОСТ 31410-2009",22383035.72,22383035.720000000000,df52d39d-616e-4f7f-9706-4cb686e5a087
14.19.22.190.007.00.0796.000000000011,Куртка,1,"мужская, спортивная, ветро/влагозащитная из синтетической ткани",22383035.72,22383035.720000000000,476695da-c81b-482b-8004-1221fb80f7ef
14.39.10.610.002.00.0796.000000000000,Джемпер,1,"мужской, трикотажный, из хлопчатобумажной пряжи, ГОСТ 31410-2009",22383035.72,22383035.720000000000,7e024bea-3800-444c-907e-7dd2182a6e57
14.19.22.190.069.00.0839.000000000000,Комплект термобелья,1,"мужской, спортивный, из смешанных тканей, состоит из кальсон, нательной рубашки",22383035.72,22383035.720000000000,476695da-c81b-482b-8004-1221fb80f7ef
21.20.13.990.269.00.0870.000000000000,Фамотидин,4,порошок лиофилизированный для приготовления раствора для инъекций в комплекте с растворителем,22272923.92,5568230.980000000000,b0b75a30-9586-45cd-bee3-6ed6e4bb5c11
28.99.14.100.000.00.0796.000000000001,Машина высокой печати,2,"листовая, плоскопечатная",22253418.00,11126709.000000000000,f842ffbf-4d5d-420b-b1f1-c95876b480ed
32.99.11.900.003.00.0796.000000000001,Аппарат дыхательный,1,"на сжатом воздухе, для защиты органов дыхания",22250690.00,22250690.000000000000,c3f0127e-99ff-4f13-97d2-6ca345e810b4
20.59.52.00.00.00.40.31.1,Культурная среда типа АГВ,2,"для определения чувствительности к антибиотикам различных микроорганизмов, сухая",22210790.00,11105395.000000000000,defb5c11-f36a-4964-b278-29d3e34d0516
29.32.30.990.020.02.0796.000000000000,Ремень,7,"для грузового автомобиля, привода вентилятора",22207679.15,3172525.592857142857,28445b64-ed77-4639-b001-52ffeaa2b7e1
29.10.25.00.00.00.10.10.1,Грузопассажирский автомобиль,1,"цельнометалический кузов, изолированный грузовой отсек, до 7 мест, для перевозки малогабаритных грузов весом до 5 тонн, тип кузова - пикап",22207142.88,22207142.880000000000,
29.10.41.00.00.10.18.10.1,Автомобиль грузовой,1,"самосвал, грузоподъемностью  от 5 до 10 тонн, тип кузова - бункер, способ разгрузки - задний,",22207142.88,22207142.880000000000,d037f492-4982-4fc0-a445-18a0884e2773
22.29.29.900.071.00.0796.000000000000,Столбик,5,"пластиковый, сигнальный, дорожный",22207017.00,4441403.400000000000,d8b91acf-d3c5-45dc-99f4-fc9541449adf
20.20.15.900.001.00.0870.000000000001,Фунгицид,3,"для борьбы с грибковыми болезнями растений, жидкость",22186244.00,7395414.666666666667,d2e56d57-b6a9-49a7-889a-d73c3dd42c1f
261111.500.000004,Преобразователь электронно-оптический,3,третье поколение,22186050.00,7395350.000000000000,b44a3af4-8e17-42ca-a931-b24060aaaf99
172919.710.000000,Мишень,11,"бумажная, фигурная",22176000.00,2016000.000000000000,06d84128-feaa-45fc-98e7-f1aa1684c3b5
28.29.22.100.000.01.0796.000000000003,Огнетушитель,4,"углекислотный, марка ОУ-5",22171380.00,5542845.000000000000,27922c1e-6c0b-45dc-9b53-63c735e28b80
242013.900.000693,Труба холоднодеформированная,3,"стальная, бесшовная, диаметр 10 мм, толщина стенки от 1 мм до 5 мм",22127850.00,7375950.000000000000,4f5d4a93-1685-4f49-835e-618a22bdcab6
089929.920.000001,Цеолит,3,"твердость 3,5-5,5",22127850.00,7375950.000000000000,044b3c11-c856-40c9-81b8-1924de90101d
271161.000.000035,Компрессор,3,для газотурбинной установки,22127850.00,7375950.000000000000,05ac4e61-4594-4172-b1e7-924feb7599c8
26.60.12.900.024.00.0796.000000000003,Ультразвуковая система,1,со спектральным допплером,22125000.00,22125000.000000000000,66bad9b0-2503-4ba2-8b41-9a9d34a59e0e
241071.000.000013,Швеллер,47,"стальной, горячекатаный, с параллельными гранями полок, номер швеллера 18",22118141.25,470598.750000000000,4ad1617c-8a24-488a-91dc-fdaec5db6653
10.51.52.435.000.00.0112.000000000005,Сметана,9,"жирность 15,0 -34,0 %, ГОСТ 31452-2012",22117799.40,2457533.266666666667,f00dd3be-8265-4b0d-8708-4ef2222482c6
257330.300.000003,Ключ,10,"гаечный, составной",22087030.00,2208703.000000000000,cc5369fb-ca29-48c0-a4b9-e1193780b98e
323015.900.000050,Сетка,29,для переноски мячей,22083674.00,761506.000000000000,5594f8b0-ce22-4340-823d-afa62ba4e440
28.22.15.00.00.00.16.10.1,"автопогрузчик, прочие",2,автопогрузчик (изделия автомобильной промышленности) прочие,22056000.00,11028000.000000000000,6014f2da-85d8-42ae-9270-a70f98fb4f76
141943.990.000007,Панама,24,"для военнослужащих, из ткани",22054530.00,918938.750000000000,75f722e2-cb8a-4ac5-b639-b6236e7aefd1
030022.970.000000,Щука,8,свежая,22000496.00,2750062.000000000000,
265112.300.000005,Приемник геодезический спутниковый,3,"двухчастотный, принимающий сигналы  GPS, кодовый",21963000.00,7321000.000000000000,d4f43144-e954-4346-a3fe-06355a4504e5
30.30.50.900.090.00.0796.000000000000,Усилитель,1,"регулятора температуры, для системы двигателя воздушного судна",21960700.00,21960700.000000000000,186e441b-6114-42ef-9d79-60cff8ebcd9c
26.51.11.900.004.00.0796.000000000000,Высотомер,1,барометрический,21960700.00,21960700.000000000000,6abf90e8-91e9-451b-abc7-7f74385d45d8
13.20.12.110.000.00.0006.000000000001,Ткань,2,"костюмная, камвольная, шерстяная, плотность 210-380 г/м2, ГОСТ 28000-2004",21956000.00,10978000.000000000000,23bde0f4-151e-4050-89aa-c9f29e78879e
13.20.32.100.000.01.0006.000000000000,Ткань,2,"из синтетических волокон, с массовой долей полиэфирных волокон не менее 85 %",21956000.00,10978000.000000000000,0a063480-f53c-4ecc-b61b-8b6216b8af6f
13.20.12.110.000.00.0006.000000000003,Ткань,2,"костюмная, тонкосуконная, шерстяная, плотность 210-380 г/м2, ГОСТ 28000-2004",21956000.00,10978000.000000000000,23bde0f4-151e-4050-89aa-c9f29e78879e
259413.900.000014,Набор инструментов,18,для сантехника,21926000.00,1218111.111111111111,c5648d1e-d56e-4d39-8445-12434cb30801
22.29.29.00.00.00.20.50.1,Наконечник,4,универсальный для дозаторов ,21923905.00,5480976.250000000000,e237d127-17a2-4077-8dc6-cf5c47221076
